2.952428e+08 9.964164e-04 6.735959e-15 6.837854e-26
2.951467e+08 9.964164e-04 6.771700e-15 7.066650e-26
2.936503e+08 9.964164e-04 7.064137e-15 8.337627e-26
2.921381e+08 9.964164e-04 7.440023e-15 9.930527e-26
2.899626e+08 9.964164e-04 8.422893e-15 1.833334e-25
2.787580e+08 9.964164e-04 1.064438e-14 2.191791e-24
2.760676e+08 9.964164e-04 3.709134e-14 9.303739e-22
2.579832e+08 9.964164e-04 1.424645e-12 3.801488e-19
2.101328e+08 9.964164e-04 6.075246e-11 7.122704e-17
9.452598e+07 9.964164e-04 1.074645e-09 6.306252e-15
2.350022e+07 9.964164e-04 3.968180e-09 5.760842e-14
5.161641e+06 9.964164e-04 7.415111e-09 2.195919e-13
1.193047e+06 9.964164e-04 1.549237e-08 1.057144e-12
2.977184e+08 1.003127e-03 6.722135e-15 6.769611e-26
2.871188e+08 1.003127e-03 7.358057e-15 8.195813e-26
2.866505e+08 1.003127e-03 7.594300e-15 9.731520e-26
2.812942e+08 1.003127e-03 8.284996e-15 1.236865e-25
2.749387e+08 1.003127e-03 9.765811e-15 2.477880e-25
2.675192e+08 1.003127e-03 1.329173e-14 2.426242e-23
2.510913e+08 1.003127e-03 1.117060e-13 1.164684e-20
2.200740e+08 1.003127e-03 5.114162e-12 3.349866e-18
1.346737e+08 1.003127e-03 1.292905e-10 3.458221e-16
3.606381e+07 1.003127e-03 9.119340e-10 9.979682e-15
6.466955e+06 1.003127e-03 2.999765e-09 8.635119e-14
1.112212e+06 1.003127e-03 8.111539e-09 5.170108e-13
2.306348e+05 1.003127e-03 1.987836e-08 1.859271e-12
3.001577e+08 1.020252e-03 6.865112e-15 6.885783e-26
2.951987e+08 1.020252e-03 7.187910e-15 7.885647e-26
2.938999e+08 1.020252e-03 7.498726e-15 9.492680e-26
2.846305e+08 1.020252e-03 9.431051e-15 2.646977e-25
2.775716e+08 1.020252e-03 1.106328e-14 8.516581e-24
2.717172e+08 1.020252e-03 3.389936e-14 3.972273e-21
2.500574e+08 1.020252e-03 9.342426e-13 1.416415e-18
1.551456e+08 1.020252e-03 2.375809e-11 1.810872e-16
3.945479e+07 1.020252e-03 3.138780e-10 7.628424e-15
6.237914e+06 1.020252e-03 2.291360e-09 9.677702e-14
9.949398e+05 1.020252e-03 1.155095e-08 6.990973e-13
2.121475e+05 1.020252e-03 2.888502e-08 1.973851e-12
6.401161e+04 1.020252e-03 5.502319e-08 4.710844e-12
2.927438e+08 9.895292e-04 6.673130e-15 6.729355e-26
2.921374e+08 9.895292e-04 6.794642e-15 7.267943e-26
2.896542e+08 9.895292e-04 7.014098e-15 8.324742e-26
2.814433e+08 9.895292e-04 7.334931e-15 1.046631e-25
2.776989e+08 9.895292e-04 7.640010e-15 1.423557e-25
2.750248e+08 9.895292e-04 1.005638e-14 1.964112e-24
2.675893e+08 9.895292e-04 3.122348e-14 5.890032e-22
2.312172e+08 9.895292e-04 9.526821e-13 2.575681e-19
1.174935e+08 9.895292e-04 3.589794e-11 6.864026e-17
2.663820e+07 9.895292e-04 6.768212e-10 6.443975e-15
4.417659e+06 9.895292e-04 4.537024e-09 1.136336e-13
8.515510e+05 9.895292e-04 2.253144e-08 1.403567e-12
2.144754e+05 9.895292e-04 4.635355e-08 4.122756e-12
2.997931e+08 1.011449e-03 6.771561e-15 6.743549e-26
2.937369e+08 1.011449e-03 7.694617e-15 1.033112e-25
2.822736e+08 1.011449e-03 8.577359e-15 1.336046e-25
2.821587e+08 1.011449e-03 8.890437e-15 4.158387e-25
2.742612e+08 1.011449e-03 2.158960e-14 8.003210e-23
2.655585e+08 1.011449e-03 7.798296e-13 3.712431e-20
2.352428e+08 1.011449e-03 3.947786e-11 1.362561e-17
1.409485e+08 1.011449e-03 6.716123e-10 9.571679e-16
4.323717e+07 1.011449e-03 2.163717e-09 5.535171e-15
9.177621e+06 1.011449e-03 2.886188e-09 8.527920e-15
1.811066e+06 1.011449e-03 3.051692e-09 9.272191e-15
3.665747e+05 1.011449e-03 4.044387e-09 1.944119e-14
7.382052e+04 1.011449e-03 5.131166e-09 3.426585e-14
2.959556e+08 9.939437e-04 6.619769e-15 6.636201e-26
2.920120e+08 9.939437e-04 7.231824e-15 9.022247e-26
2.811350e+08 9.939437e-04 8.302800e-15 1.475349e-25
2.787479e+08 9.939437e-04 1.010742e-14 3.867311e-25
2.720695e+08 9.939437e-04 1.373233e-14 3.343163e-24
2.598915e+08 9.939437e-04 4.757138e-14 1.230854e-21
2.207261e+08 9.939437e-04 1.756538e-12 5.620019e-19
9.871362e+07 9.939437e-04 6.595494e-11 1.416994e-16
2.042598e+07 9.939437e-04 1.151300e-09 1.333995e-14
3.339675e+06 9.939437e-04 7.062875e-09 2.174147e-13
6.631674e+05 9.939437e-04 2.197397e-08 1.186601e-12
1.726554e+05 9.939437e-04 3.587572e-08 2.346400e-12
5.771178e+04 9.939437e-04 6.312859e-08 5.854005e-12
2.975029e+08 1.009737e-03 6.806316e-15 6.865511e-26
2.953470e+08 1.009737e-03 7.204496e-15 8.477545e-26
2.919379e+08 1.009737e-03 7.923245e-15 1.244379e-25
2.904784e+08 1.009737e-03 8.264883e-15 1.501809e-25
2.770577e+08 1.009737e-03 1.010908e-14 1.089979e-24
2.737918e+08 1.009737e-03 1.508876e-14 4.367666e-22
2.678939e+08 1.009737e-03 2.469096e-13 1.856466e-19
2.586939e+08 1.009737e-03 7.507365e-12 3.146849e-17
2.279761e+08 1.009737e-03 1.592661e-10 2.585892e-15
1.331062e+08 1.009737e-03 1.733678e-09 6.215570e-14
3.940081e+07 1.009737e-03 1.206108e-08 8.851837e-13
9.556670e+06 1.009737e-03 3.066408e-08 3.047400e-12
2.748528e+06 1.009737e-03 4.798923e-08 4.934026e-12
2.975766e+08 1.000767e-03 6.793900e-15 6.979014e-26
2.950965e+08 1.000767e-03 7.316744e-15 8.729228e-26
2.919715e+08 1.000767e-03 8.071641e-15 1.205873e-25
2.842257e+08 1.000767e-03 8.916646e-15 1.761968e-25
2.801247e+08 1.000767e-03 9.829475e-15 3.129784e-25
2.771003e+08 1.000767e-03 1.130042e-14 4.208620e-23
2.725159e+08 1.000767e-03 5.387347e-14 1.910768e-20
2.627542e+08 1.000767e-03 1.582369e-12 4.126517e-18
2.304472e+08 1.000767e-03 3.480621e-11 3.406129e-16
1.295640e+08 1.000767e-03 4.656178e-10 8.450011e-15
3.276803e+07 1.000767e-03 2.620221e-09 8.475380e-14
6.029641e+06 1.000767e-03 8.127259e-09 4.147454e-13
1.244925e+06 1.000767e-03 2.286941e-08 1.610262e-12
2.974313e+08 9.956358e-04 6.702624e-15 6.816925e-26
2.968304e+08 9.956358e-04 6.818564e-15 7.325995e-26
2.967211e+08 9.956358e-04 6.853122e-15 7.574074e-26
2.964256e+08 9.956358e-04 6.926408e-15 8.338009e-26
2.869655e+08 9.956358e-04 7.876481e-15 3.708914e-25
2.846390e+08 9.956358e-04 1.376965e-14 9.011345e-23
2.539647e+08 9.956358e-04 3.693086e-13 4.561505e-20
2.355044e+08 9.956358e-04 1.739298e-11 1.508068e-17
1.774412e+08 9.956358e-04 4.876479e-10 2.182896e-15
7.304522e+07 9.956358e-04 3.798697e-09 4.408684e-14
2.022448e+07 9.956358e-04 1.059008e-08 1.679317e-13
5.776121e+06 9.956358e-04 1.848784e-08 4.053613e-13
1.752697e+06 9.956358e-04 2.007625e-08 4.597823e-13
2.957553e+08 1.005800e-03 6.825328e-15 6.908237e-26
2.930117e+08 1.005800e-03 7.142139e-15 7.970398e-26
2.808659e+08 1.005800e-03 7.513724e-15 8.832695e-26
2.807164e+08 1.005800e-03 7.608851e-15 1.058314e-25
2.751197e+08 1.005800e-03 8.681941e-15 3.444049e-24
2.672840e+08 1.005800e-03 1.851206e-14 1.650645e-21
2.590528e+08 1.005800e-03 4.461583e-13 5.662310e-19
2.435928e+08 1.005800e-03 1.164942e-11 7.376545e-17
1.871726e+08 1.005800e-03 1.813310e-10 3.460135e-15
6.992505e+07 1.005800e-03 1.573503e-09 5.811418e-14
1.432123e+07 1.005800e-03 4.762870e-09 3.227758e-13
2.913756e+06 1.005800e-03 1.159601e-08 1.009366e-12
6.740801e+05 1.005800e-03 2.808119e-08 3.444679e-12
2.966071e+08 1.000783e-03 6.725357e-15 6.761457e-26
2.934149e+08 1.000783e-03 7.125452e-15 7.968570e-26
2.889510e+08 1.000783e-03 7.333112e-15 8.646908e-26
2.764951e+08 1.000783e-03 8.292225e-15 1.188527e-25
2.722724e+08 1.000783e-03 8.763013e-15 1.394997e-25
2.661909e+08 1.000783e-03 9.659927e-15 1.879848e-24
2.485328e+08 1.000783e-03 1.955958e-14 8.216896e-22
2.338430e+08 1.000783e-03 3.530121e-13 2.441679e-19
2.120277e+08 1.000783e-03 1.603806e-11 2.999635e-17
1.564087e+08 1.000783e-03 3.701898e-10 1.594997e-15
6.211330e+07 1.000783e-03 2.533566e-09 2.873601e-14
1.689007e+07 1.000783e-03 9.968238e-09 3.179742e-13
4.172646e+06 1.000783e-03 1.177417e-08 4.090853e-13
2.944602e+08 9.927433e-04 6.645328e-15 6.653887e-26
2.941515e+08 9.927433e-04 6.710216e-15 6.966383e-26
2.832639e+08 9.927433e-04 7.135295e-15 8.125228e-26
2.814900e+08 9.927433e-04 7.316114e-15 9.118516e-26
2.790776e+08 9.927433e-04 7.555994e-15 1.293267e-25
2.734079e+08 9.927433e-04 9.686835e-15 6.774700e-24
2.701920e+08 9.927433e-04 1.090281e-13 2.923810e-21
2.483911e+08 9.927433e-04 5.389688e-12 1.095779e-18
1.762512e+08 9.927433e-04 2.082030e-10 2.176045e-16
6.768884e+07 9.927433e-04 1.571120e-09 5.027543e-15
1.689461e+07 9.927433e-04 3.704997e-09 3.874910e-14
3.638289e+06 9.927433e-04 5.681196e-09 1.364038e-13
8.018761e+05 9.927433e-04 9.462549e-09 4.592348e-13
2.969749e+08 9.938338e-04 6.610053e-15 6.617907e-26
2.911816e+08 9.938338e-04 6.855655e-15 7.323847e-26
2.887754e+08 9.938338e-04 7.091189e-15 8.050613e-26
2.860099e+08 9.938338e-04 7.458215e-15 9.614513e-26
2.834479e+08 9.938338e-04 7.625660e-15 1.429092e-25
2.737180e+08 9.938338e-04 8.786319e-15 1.509423e-23
2.725505e+08 9.938338e-04 5.068344e-14 6.737246e-21
2.610298e+08 9.938338e-04 2.111062e-12 1.734977e-18
2.291339e+08 9.938338e-04 7.462895e-11 1.848223e-16
1.320766e+08 9.938338e-04 1.115760e-09 6.245097e-15
4.233015e+07 9.938338e-04 3.947813e-09 3.716072e-14
1.056622e+07 9.938338e-04 6.457894e-09 1.089844e-13
2.537879e+06 9.938338e-04 9.621136e-09 3.082103e-13
2.996681e+08 1.018404e-03 6.905592e-15 6.971923e-26
2.995883e+08 1.018404e-03 6.922491e-15 7.075230e-26
2.973419e+08 1.018404e-03 7.172061e-15 8.099689e-26
2.972443e+08 1.018404e-03 7.198464e-15 8.370616e-26
2.966580e+08 1.018404e-03 7.393814e-15 1.203532e-25
2.929552e+08 1.018404e-03 8.737471e-15 1.022056e-23
2.838205e+08 1.018404e-03 6.965935e-14 5.234360e-21
2.770984e+08 1.018404e-03 3.761617e-12 2.550262e-18
2.399642e+08 1.018404e-03 1.167667e-10 4.184184e-16
1.261616e+08 1.018404e-03 1.845300e-09 2.551078e-14
3.444755e+07 1.018404e-03 1.156182e-08 4.259772e-13
8.427222e+06 1.018404e-03 3.001772e-08 1.851015e-12
2.376486e+06 1.018404e-03 4.984736e-08 3.966115e-12
2.949328e+08 9.852435e-04 6.597634e-15 6.647631e-26
